"y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16"
2.23516209285496,1.81757549861186,2.20987325490856,1.12223894188175,1.97983737508141,1.75558437917701,1.76653659052645,1.76287749590963,2.14537416191534,2.15150294276209,2.16910556646069,1.48417537366792,1.77946035617559,1.40209628859623,2.13275325707543,2.16748086181274
2.0721681066227,1.61154446641896,2.06366283003741,1.08372312502284,1.84310712391044,1.59787973951331,1.64248584631511,1.66098270791818,1.98948865422179,2.07623647413135,2.07836925115194,1.40115914448788,1.70014401701203,1.29456901123068,2.03892274693629,2.0221849055155
1.9305079396095,1.43248024997137,1.93658947177986,1.05024853387377,1.72427310638395,1.46081661154194,1.53467175114936,1.57242463888566,1.85400655721154,2.01082141948308,1.99950915405311,1.32900867340429,1.63120916786505,1.20111567333653,1.95737344536695,1.89590632364144
1.93712559482446,1.4408452354911,1.94252570417098,1.05181229952051,1.72982443794299,1.46721951606142,1.53970828699541,1.57656162940118,1.86033560386394,2.01387728399783,2.00319310377463,1.33237918292221,1.63442945959256,1.20548134635464,1.96118302128504,1.90180542805094
1.87804943491566,1.36617056506087,1.88953264203608,1.03785248045987,1.68026740599804,1.41006044702769,1.49474686374761,1.53963049514032,1.80383586793598,1.98659741902009,1.97030628876614,1.30229046527421,1.60568174414538,1.16650875123599,1.92717473454123,1.84914380938185
2.0412491174956,1.57246160580875,2.03592758261289,1.07641690379217,1.81717020901545,1.56796410795064,1.61895415842809,1.64165387306457,1.95991810116727,2.06195887298162,2.06115711215641,1.38541145988477,1.68509817952509,1.27417172666465,2.02112365759659,1.99462312733698
1.78240577294455,1.24527308378487,1.80373744936498,1.01525168485171,1.60003510892675,1.31752053438468,1.42195480729894,1.47983938944036,1.71236340843806,1.94243161358223,1.91706289205869,1.25357715783661,1.5591395047223,1.10341254255521,1.87211568726119,1.76388522008605
1.63152330020531,1.05455149756643,1.66839141019652,0.97959784374028,1.47346480488169,1.17153437535546,1.3071218403631,1.38551604704733,1.5680612080397,1.87275793319764,1.83306887523941,1.17672957452564,1.48571688553088,1.0038752413893,1.78525739441594,1.62938569852763
2.36756399751813,1.98493689465249,2.32864167810036,1.15352578644367,2.09090494326956,1.88368968630127,1.86730444821329,1.84564781349725,2.27200176705042,2.21264276782152,2.24281172732407,1.55161041906725,1.84388993802041,1.48944194260188,2.20897286827161,2.28550645158019
1.96304259428472,1.47360537758942,1.96577401897121,1.05793654022299,1.75156534954172,1.49229547840534,1.5594330826464,1.59276349811071,1.88512231355887,2.02584509380463,2.01762070990442,1.34557925009393,1.64704122255885,1.22257881389848,1.97610262253442,1.92490833698629
1.955974084926,1.46467049408294,1.95943335708279,1.05626623680739,1.74563581138903,1.48545635048937,1.55405341271695,1.58834465862361,1.87836207537161,2.02258103633716,2.01368577642152,1.34197911117808,1.64360153561925,1.21791571200162,1.97203350406948,1.91860733257127
1.73799322719711,1.18913381844032,1.76389808268988,1.00475690821738,1.5627788967464,1.27454922798528,1.38815350284811,1.45207513237969,1.6698877784971,1.92192303189414,1.89233909182681,1.23095692403863,1.53752741569343,1.07411354671195,1.84654878187781,1.72429502749592
1.55119487852165,0.953013103319624,1.59633444088687,0.960616071162953,1.40607995512826,1.09381270543862,1.24598583944966,1.33529917901221,1.49123606199698,1.83566431538653,1.78835124383087,1.13581663768477,1.44662736765348,0.95088251031757,1.73901484915719,1.55777940730076
1.91740239653326,1.41591431014831,1.92483341215068,1.047151666875,1.7132793007966,1.44813635875342,1.5246974422225,1.56423178119726,1.84147257185869,2.00476961371013,1.9922134941558,1.32233374758221,1.62483173196336,1.1924699349387,1.94982899651384,1.88422379192311
1.96488160499846,1.47592996197639,1.9674236659552,1.05837110226721,1.75310803465918,1.49407481105835,1.56083270881007,1.59391314547575,1.88688112150873,2.02669430208155,2.01864445967479,1.34651589652123,1.6479361242719,1.22379201089835,1.97716128314768,1.92654766630432
2.40317856557895,2.0299551581375,2.36058899866196,1.16194158271106,2.1207808236555,1.91814851973827,1.89440982660692,1.86791206352175,2.30606311588778,2.22908866764709,2.26263782491117,1.56974965973882,1.86122074405058,1.51293690475756,2.22947505468216,2.31725395861482
2.13861090565862,1.69553086851633,2.12326398527774,1.09942369618143,1.89884378518663,1.66216639156976,1.69305383878168,1.7025190558401,2.05303375609773,2.10691806530521,2.11535696402822,1.43499984474703,1.73247649568274,1.33840138471898,2.07717177607365,2.08141328717636
1.93944750672653,1.44378022663343,1.9446085277988,1.05236097211666,1.73177221285731,1.46946607919122,1.54147543746583,1.57801315977028,1.86255625276052,2.01494948373588,2.00448567741698,1.33356178097417,1.63555935129096,1.20701311369701,1.96251967292052,1.90387522472288
2.11864994627913,1.67029940348145,2.1053584145314,1.09470688009784,1.88209919814597,1.64285318880044,1.67786203984826,1.69004057260833,2.03394333221861,2.09770060300672,2.10424499636617,1.42483331273683,1.72276306845288,1.32523312210209,2.0656808797238,2.06361970626768
1.99609150116095,1.51538054091878,1.99541986559167,1.06574606543344,1.77928898182146,1.52427190938094,1.58458579894064,1.61342383925178,1.91672989458812,2.04110623668591,2.03601854226774,1.36241174613141,1.66312352330733,1.2443812070938,1.99512783851582,1.95436876457726
