"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16"
2.35814445433828,1.59523087065597,0.99941315911484,2.29191193134365,2.89042304388679,2.73989557044393,2.63027781843645,3.04575485524143,1.7238854009662,2.97377439880576,1.49759492355883,1.89007105920333,3.70538437270274,2.51322776092918,3.05674330802264,2.5044197560534,1.35141576105122,1.05343152767213,1.91689248096592,1.00311131419754,2.06812879228886,0.908522857329996,1.8346291644927,1.98938824519235,1.9127744643454,2.06219181304904,2.08544005452023,1.95260999232022,2.23551211553004,3.0747065127715,3.38325333126889,2.20229366128346,0.693284185766213,1.62590738699163,1.45481538542309,2.12807937043121,1.01970162155192,3.14703081597419,1.44230509215029,3.06546074763256,2.73407949380841,3.65784963685755,2.4654841846235,0.873744672446937,2.58497386677858,1.80377126241232,0.656815617955395,1.60811332794841,1.90152163474517,2.29200504058367,1.0600529535617,0.908993423143778
2.42405018922231,3.67226002803828,1.4756527860145,2.26989483518376,2.69606035729284,1.19515301400069,0.427286179504694,1.78219228552523,2.1874236859596,3.84405808874793,1.22225801470336,3.58637269850011,1.09617726751749,-0.377256069780346,0.00456451343422848,0.734007228210825,2.26714661310178,3.41891251507804,2.58535348748412,2.64161971353123,2.30091476914117,1.88733465401695,2.24125620493303,2.98134088540994,3.08422209036448,3.11067346042661,2.53311830158158,1.84386715676446,2.96455606833083,2.5500054410074,2.88541113416894,2.20896844901734,2.33253802714241,1.51791042493558,1.03483793044625,1.15338229817912,1.75269752081573,1.81641372309581,-0.228598641455246,2.27998434816967,2.09624675822731,2.14168966079797,0.89258497170426,0.560856815991664,-0.171683559492768,1.87602524309345,1.74901389383333,2.47061486039984,0.807089020672901,0.705632069903957,2.72697935746356,0.719647915120639
2.35986361068142,2.21357691753054,1.20952831605497,1.07342228494796,2.6646391077822,2.4177714817226,1.76672404312946,0.501214956531993,1.51416693939453,2.82381250445266,2.86901239158448,3.57529117702466,3.41137785682102,0.859420865009245,1.88429775694043,1.62273213832525,4.10351329217801,2.16297360858799,1.86756995768463,1.37217126240084,0.402143432968128,-0.63519731457972,2.7356010972734,2.03127197423226,2.1166462798246,1.99995337536111,0.73053154027566,1.27268825587713,1.73463815172185,2.69819359173789,2.84822238953454,2.4346983070006,2.6220213526776,3.09295048917164,-0.724157910817091,0.379926403150302,3.12386430630971,2.87131730845663,1.92704223393558,2.74843568416346,2.47851435551194,1.52360707068933,3.72360292564964,4.08527273284869,3.18708555956661,1.02894464263382,1.18864636066984,2.15665322360841,2.42780252012028,1.94263457316321,2.16358374931542,1.23119279954509
3.05114655725829,3.16979511970198,3.02536868218698,2.05820295865752,1.96312525041898,4.12491174164524,1.99409847683807,3.58851018706414,2.01082296127397,3.24799279132238,2.32972508199266,1.51538871414528,1.47327338599532,1.09552739910909,1.3768387478245,1.83272273480788,1.54886579949165,2.03521854307389,1.75197613993439,2.93457202334419,2.45181119714556,2.70879333919524,2.04682285276762,3.56753713396816,2.60521998294863,2.32622186344542,3.44173573515666,3.67833718245444,2.12471468635407,3.96900987491163,3.99574672805222,3.49922305766271,3.27167376431002,2.65124294225895,0.75108737050917,2.59381651280892,1.53205766751853,1.06257448352641,0.852628183733626,4.12020442025511,3.11014263645429,-0.128340519967988,1.81431674733777,1.58080272517161,1.71943188936129,1.99768222813816,2.18674176529026,0.506548623696289,2.233367524234,1.67961114623442,1.70866900808973,0.96633380459517
3.61402496980422,2.52073082469057,1.19849457460283,2.96035961876554,1.67442593270796,1.42720998043526,0.899620605042569,2.35092144905391,1.03408808244437,1.61033278991845,0.926996875285129,1.3735291978592,3.1975848405556,2.42445418892726,2.18018830722653,2.47322679389056,0.406923440282274,1.18670348548997,1.7107381441619,0.926160654008513,2.29908507546911,0.672436543532402,1.81565080376825,1.43157377529536,2.19940742819335,3.36871961269117,2.3142520550377,1.61805300100591,0.427883318542769,0.575216809114085,1.93413281357978,1.29880852507591,2.72040640859759,1.27655583792677,1.74940969775225,1.27733088255539,0.968885198827492,2.88302928010916,0.53521424940977,1.92116089263717,0.746121195788821,1.98454114313729,1.73038720307231,0.964879096624896,1.12698565985296,1.03226942937164,1.84278850175872,1.70348652902593,1.72531744147074,0.597860152216305,1.78578759419832,-0.248362154916455
2.5221344575813,3.36814959435229,1.78273443855809,2.09388612214683,2.8034742725642,3.7332272372099,1.23825425102654,4.08679105319548,2.24084253976438,2.55860860816315,1.18042171554714,3.05616015930264,3.02256497312267,2.7428596614015,1.27257178640891,0.7796668571673,3.35832501261454,3.05655777353155,3.34698961638678,1.69950972776517,0.438171306335513,1.03940937453711,-0.0148929597147791,3.97237335945275,3.27332925636535,2.60505686085541,3.35812368820785,1.78212505186874,4.27371570815995,3.40956485842746,4.68157789851758,3.67544408834561,2.47166053945826,2.09239946004798,2.12855489572958,1.30447962147694,2.52846899737606,3.82588990976092,0.428695172944776,3.05401501588158,1.60912268399621,1.02838543660953,0.996260434179636,2.6727519329674,1.76916590535363,2.11108438158283,3.66257564873652,1.53313485694265,1.10508474486029,1.03984866265513,2.29802686181605,2.41645061542641
2.03438188881551,2.33850040916794,1.5708199558842,2.43269199149733,4.90536395367461,3.56308652003408,2.78847859723937,4.70024001926016,1.57410599196868,3.3255140049994,0.940106706018897,2.43613309524875,1.61798978462326,-0.127810011218628,1.90684795396066,2.50148671097333,1.8084469119604,2.16307988328886,3.56604562227435,1.77853511046393,2.24460357066225,3.76359182151193,1.05420941676851,1.28854723483034,2.88387281356505,3.09961458299562,2.52652244415336,1.29595583412908,2.05384672160941,4.21402393924566,4.8729586611602,3.70767347309974,1.80864244358272,2.39687543880054,2.06045849977524,2.67437871584,1.58242279916037,2.51981525824741,1.19135240698082,1.39635530346104,0.845161037473472,2.03518993074338,2.26188594534586,2.63186907290987,2.82520016236118,2.83602145729427,2.17646242933732,0.795467863574659,1.70889450716283,1.54259413591525,2.39844680244435,1.33658344259173
3.66311296384013,3.61684709327268,1.43088029675352,3.68282689186275,3.01126526337775,3.05511195264332,2.6017086781766,3.35441602301471,1.72742448664629,3.20959077989061,2.30258281358999,2.67340185852264,2.97833347933731,0.962003593528053,1.61454086120864,2.79947760952444,3.45625777421207,1.42833925260791,1.27983634757663,2.17248754739098,0.594266198529384,-0.2535335611827,2.65055595402008,0.734110106845064,3.69570711038594,2.61221128401295,3.91016975898301,3.09204375369211,2.23830029017649,3.11952906177234,4.12714669299046,4.35103029956243,3.2874608595212,4.3153403275084,3.39350291157605,2.82656389725966,2.66532612359314,2.55757009811402,1.02504780618966,1.65588886683187,3.00915822056212,2.07533660495232,2.21178706091866,1.58777335720015,0.381109072998554,0.699611535093096,1.70392712348317,2.50766475449772,2.64838541655789,0.817035421221666,3.84954376474911,0.933420975800031
0.88841949180829,1.9078643383446,1.65856582586503,0.895085069151091,3.14303357905676,2.02994941319654,0.780977909844234,2.09534913718268,2.10912008684863,2.6391302913584,1.06785399391162,2.67241455106896,2.25654137252244,1.30425888025942,1.50456635077491,1.33164276988057,1.58351802766382,1.04751562775725,1.43160622993711,0.431736584962297,1.57483604250883,1.25072013618228,1.5487331935494,3.0945224056283,2.42239841618904,2.69455377434298,1.09076217291682,1.39630754404307,2.08404083627182,2.07931316989053,2.97459993618024,1.83630967320846,2.56421258468172,1.68611788424946,1.75262762957621,1.85845982445928,1.97410802588317,3.57686575834359,0.395097507317744,1.00963470519296,1.28240885616405,0.883636809654964,0.609278081897302,1.88188245820114,-0.591180579207327,0.37987169734428,0.822326390007844,0.304498208428749,1.90021171680619,-0.303737406170053,1.77431172426393,-0.235814762742815
2.9443623665987,3.0369447795679,2.31738147446034,2.33886190451588,1.70158309689796,1.7318621656678,0.660828937038052,2.45005408748499,0.33373246591532,2.33657630888538,1.32482734488466,2.00865139237698,2.436532604226,2.3961091354634,3.77440818094469,2.63271694399748,2.60505338838421,1.58036244468,2.63760103219886,1.88716273415377,1.32564053300263,3.60968368559431,1.47199776939596,2.26430120278866,2.34940156105143,3.61306604301378,2.94367862471166,1.30789365706343,1.93683154763256,1.45378260321406,3.37372029798111,1.64292381369805,2.08204269280946,2.08013744510483,0.929714735512431,2.74564831034841,2.08262860353421,2.61826376768193,1.82815278336963,1.25667949117557,0.138163882504225,1.41792003943281,2.09283353702476,1.37107615808232,2.14045748060306,-0.0850295641135981,3.43408470643839,0.0353264630920616,-0.00877437443562568,0.882515367558167,1.89872918727964,2.54357039226872
