"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36"
-0.406939088726916,-1.18332600593135,-0.820873427375909,0.413314057783821,0.0859548012552679,0.402699616037546,0.851122200510995,0.176848726977862,0.184668862871726,0.384383436789601,-0.0460949309355245,-0.0537605135899785,1.62767409638541,0.486716830925212,1.08881139943133,0.45162795838117,-1.32009852147228,-1.11564802676304,-0.687164291725699,-1.15396448748309,0.31615221838192,-0.800478158122284,-0.23373533403838,-0.890874493821688,-0.72817602107125,-0.628271015432257,-0.758811746311602,0.0147887062876676,-0.0893195433906461,0.711899232368802,0.718464089117291,0.0194313706400491,-1.82348474602197,-0.606312615138258,-0.278633401744259,0.106485370175478
-0.342388067105062,0.897165389504465,-0.328885299588641,0.390950645845193,-0.103971228228611,-1.10693999332741,-1.29765538723076,-1.06070511078869,0.652343442941941,1.25421556531075,-0.317886354473584,1.6388243065056,-1.05038085595053,-2.48261518066686,-1.88700719003421,-1.30950731053945,-0.422968437139819,1.23451608831048,-0.0259715957287541,0.459475276863736,0.543404158457027,0.178009258962219,0.165152810025459,0.10582984128209,0.436543085615334,0.407997121257624,-0.328472317095331,-0.0883412936821175,0.642251904942118,0.193436265086389,0.222528335583132,0.0261510081233027,-0.213587693154055,-0.714888598277125,-0.703828047372826,-0.87754370458992
-0.405255270187104,-0.563949226673408,-0.603810090257846,-0.824341703330258,-0.134675234566232,0.087895520406239,0.00881986699454399,-2.31531524849133,-0.0269209812118058,0.234499352703308,1.30766293410723,1.62776706609599,1.32590977713633,-1.21220350375154,-0.0543016030679551,-0.425439468182878,1.37609707427751,-0.0132904104407646,-0.735950521324334,-0.790551034063427,-1.3102275582769,-2.34368673900158,0.650089366186503,-0.848790131512582,-0.525475197296103,-0.689784452519751,-2.06124392944237,-0.630038406233891,-0.591929968629928,0.339862625691126,0.18548200202466,0.253397607606168,0.0707113829684356,0.868595975749858,-2.48467510124465,-1.65840486691852
0.271818136396144,0.39386291318314,1.27207728163038,0.175928982477962,-0.820175851437548,1.75624248499994,0.23059877824609,0.708432172043288,0.474166855524515,0.658459546452446,0.775319972245511,-0.427621880525869,-0.66333449018321,-0.969656327946504,-0.549064870343252,-0.216549257686062,-1.12665918365719,-0.140218241223869,-0.850287464322639,0.747945513514146,0.690713315469343,0.999195711579941,-0.0255801006668184,0.694834112727334,-0.0397077464822978,-0.367316587628273,0.544953877515069,1.65144131109422,-0.200501092078367,1.59557033528254,1.32861199549785,1.32507519520847,0.708729410730097,0.424520232758017,-0.991103512637996,0.576681600722166
0.823126404829278,-0.256283319023694,-0.61520870031234,1.09227602827595,-1.10228511885115,-0.880156322030544,-0.836944774635419,-0.503682470324783,-0.511283729863629,-0.978350727344346,-0.609345446287809,-0.569170564020306,1.10647551113014,0.395521645424396,0.234186280259759,0.420598452577784,-2.24540585766763,-0.983239026446977,-0.891077071100666,-1.22973782809716,0.541617962216418,-1.03648623258432,-0.25235249997636,-1.45136103096926,-0.443189409476485,0.663037355920774,-0.538861756900954,-0.302499897856208,-1.90321514183797,-1.75787435527248,-0.725107147086432,-0.890124532689791,0.167334497445248,-0.957537197558613,0.0196205229620074,-0.752408404326372
-0.2463199519593,0.592548028550638,-0.0116489362555826,0.212173420826664,0.000990782722740803,1.37345867432307,-0.506644660878073,1.19645659833267,0.706238969654121,-0.0305669380563598,-0.359183931868859,1.10977353246874,0.926837481705626,0.722612754545659,-0.650723253724243,-1.26408694570557,0.646045419261934,0.874507652375762,0.727383110869419,-0.468220738635066,-1.2750561779806,-0.669635016890575,-2.04805748716236,1.10160960239086,0.624564064582236,-0.0917296720797842,0.464580169845005,-0.14689653774474,1.95595022193549,1.04277648963142,2.01181683490937,1.50248030385397,-0.0769566742651004,-0.137319464828222,0.403475670864248,-0.724999736338595
-0.724046612134129,-0.438817497773189,-0.230571100000058,0.556308504240204,2.05490127625502,1.20718425872998,1.00542977111069,1.79727854448907,0.0335529260142665,0.735940536935795,-0.596404429508456,0.491105028970086,-0.51479953208825,-2.2263645976387,-0.0323155727581028,0.448710282949818,-0.872350808222711,-0.0131848238857869,0.944057276893758,-0.390404418077444,0.488431649909361,2.05364463219997,-0.999302189659608,-1.59507270341878,0.2373445678872,0.397067066031612,-0.334812713439101,-0.607971799894656,-0.27161474635048,1.83767145848676,2.20246472150073,1.5349262467799,-0.72810102519249,0.168788948833172,0.334533344072002,0.658015127175229
0.871205379594688,0.841660085900078,-0.375138345164217,1.82610728027722,0.204038592666765,0.710752976841303,0.823256126393169,0.47915652075267,0.188239528904825,0.620077460554211,0.748527212067153,0.727853905288287,0.881438873543897,-1.10682246809545,-0.317309650426938,0.745139659155846,0.741988923266592,-0.74316789003865,-1.31729358607459,-0.00247932275421614,-1.12267214021969,-1.96214946950781,0.566662795938677,-2.15216572036381,1.04451587966325,-0.0846585890779062,0.995245201165838,1.09540981732712,-0.0865217025245776,0.756188891770496,1.45950877565352,2.18260596613088,0.724233780713749,2.09753960480759,1.68413756583682,0.811657368984139
-1.84645338898308,-0.870171403772946,-0.13992361110047,-1.00548405706706,0.332799073637974,-0.291113624898102,-0.952667757821627,-0.75399417072135,0.573341116666494,0.0499129651008342,-0.470302130423972,0.726868761154628,0.140601198232063,-0.755230956587629,-0.424532789876143,-0.71500347945909,-1.09271082829404,-1.12152562026828,-1.16717392806828,-1.7165973728964,-0.165413449483119,-0.458394283928227,-0.514190153573762,0.219553528564713,-0.221479229209943,-0.0032752866251435,-1.71496522178882,-0.51279981189652,-0.241315952828022,-0.271660005328443,0.311375596803541,-0.349011765320239,0.0139378907383663,-0.545779301880284,0.0228784297027877,-0.16571558324321
0.167228928609163,0.260791122376882,0.540678042355921,0.461002526005635,-1.0757478628735,-0.582427095896199,-1.06985995019931,-0.406590343604175,-1.2178888355556,-0.252484032118028,-0.216637799104811,0.0645599945330869,0.325341768837916,0.366403380265344,1.78852154538817,0.579252847517599,-0.09192538761625,-0.592129072745693,0.0257078509589436,-0.283438760996307,-0.408684817282123,1.89978750165449,-0.589465154693638,-0.614644636162009,-0.294056807599627,0.904537453409891,0.0661867852273921,-0.596650155828945,-0.389035595908696,-0.889753718448844,0.708967561754634,-0.543697038037114,-0.459596999535323,-0.149647222038876,-0.810257140381383,0.729967075262
