"Predictor_1","Predictor_2","Predictor_3","Predictor_4","Predictor_5","Predictor_6","Predictor_7","Predictor_8","Predictor_9","Predictor_10","Predictor_11","Predictor_12","Predictor_13","Predictor_14","Predictor_15","Predictor_16","Predictor_17","Predictor_18","Predictor_19","Predictor_20","Predictor_21","Predictor_22","Predictor_23","Predictor_24","Predictor_25","Predictor_26","Predictor_27","Predictor_28","Predictor_29","Predictor_30","Predictor_31","Predictor_32","Predictor_33","Predictor_34","Predictor_35","Predictor_36","PCA_Component"
4.74365086355533,0.53857045136072,0.399930967124495,2.79661811627967,1.32418700869434,2.8934670456331,1.38045948427547,2.09575769686904,3.35190799369741,1.51530843221045,2.96906317838446,2.84561087927925,2.25275846268454,1.62728641568499,2.69851751060415,2.74369339844684,1.35326861620672,3.00432579357842,2.49942147494619,1.75974515739753,2.49827250617181,1.89186075751318,3.25595717672282,4.45432693142874,2.60126584280694,1.33383096611801,1.8755542422796,2.09979215580166,2.05359863210846,3.63393570005395,3.34159558882786,3.10399150466922,1.19313010354821,1.77478721068997,2.14293987787764,2.00424878159365,2.58046177826673
0.842333889221373,1.54058624832175,1.78399294024914,1.05470195486845,3.31574903460265,1.50485171723357,3.09366348287256,3.04597329890421,2.5928137063168,1.9423212788743,2.06030915370375,2.13669666191926,1.48846330194558,1.45011533444863,3.17503215617028,2.81034963470739,1.58222746754188,2.23415284443522,2.751383241779,1.2750576225076,0.872687956087711,1.71101490399241,3.45620521914696,3.62725575214457,2.82644904520798,0.617364503751064,0.224528599151628,0.0455467649986314,1.86145442703021,3.18734728584048,3.56625319901669,2.1021218538077,1.63941926176543,3.086262528149,3.02012772234992,2.58105347228889,-0.104995614861733
3.17389427755354,0.178491637120539,2.31060702840798,0.507380380582904,2.99171631114498,1.52062208240472,2.5171603823122,2.20275915381005,1.72644677140008,2.24552818639612,1.65607541576355,3.39738447201674,1.77574660100111,1.34638206054055,3.80113076433391,1.65482532250228,2.95664181324264,1.75125022697186,2.34964850322411,1.19617665442777,1.48056431878407,1.97304742053168,1.09604487903149,2.83985039032556,3.30500109864999,1.65801800672125,2.05074385511363,0.480146664066213,3.86103425293854,2.1351743818736,1.60344317465898,3.9024569102198,3.1001525272276,2.27984810855968,3.76501318965411,2.96534651845885,-2.58952660306186
2.75730023738798,3.5819898310069,1.51393268321002,2.54984158094377,2.51031975310116,2.08911071442561,2.17960537352039,1.81560595899496,3.99267639845857,1.80165812411851,2.32497542139341,2.7293554942917,2.48218952417846,2.74201583414191,4.04119691340045,2.74883599816354,2.38611812875315,1.26499665196748,2.73583010714278,2.07615092564808,1.90350068257934,4.11111463531433,3.1835349984944,6.01673793696448,2.47808889557841,2.12780524716472,3.59936864947218,1.59055054735971,-0.00692623348157795,1.4380431279976,2.11712671330818,1.97392330804312,3.20523444443827,2.22244056634548,1.95106193720923,2.8857206197136,1.4843534666429
3.18311509615716,2.27630110940856,2.0284511859948,3.10053272736454,2.35222135329841,3.33533519362205,1.7712803768562,2.24985792553079,1.83526944994506,1.23654154637549,2.91122337009173,1.72535522525423,1.92101599955069,1.01627427130417,2.82654364981955,1.11259578205155,2.93281619218847,0.700406221552046,2.78054307759647,-0.716174757657926,2.96996457048376,2.39475239828904,2.5735297013725,1.77928579520033,3.40266703105869,2.59179428318057,2.15081075463695,1.53938689943811,2.20333262539652,2.94651031351694,2.27363714372269,2.19705910728214,1.32321629696792,2.0416408292135,2.21268788637972,1.67469553777292,-1.02587788999143
2.39455599916736,2.77318611062467,3.356507128908,2.91939365132067,2.23352906475461,3.05633761630865,2.84587302329001,2.1362612964097,4.31365255769321,2.63552379169904,2.75767123999602,3.03633767218374,2.5119645394552,2.72276987556318,3.58203992127014,2.81977439935187,0.931500569395614,1.84230485664396,2.90906221310127,2.46933566989516,0.536690198757003,2.29260985488869,2.47330943511136,1.16945088088399,2.452597810537,-0.6117995375675,2.5910713291234,0.701959926269101,3.18561327606424,1.7840221936337,4.05760691643056,2.44591870611101,2.77583614365935,4.48245986507973,4.80999404198732,3.64476648416323,1.43869001412432
4.82131204111493,1.61074888503451,3.01856422903307,2.31784311909019,3.24236580446943,2.20971649698807,3.35700222593064,2.09479824130574,2.52120098492887,1.8438855783644,4.14139292463833,3.87827792552866,1.42443586886348,1.41988709925093,2.61337869579245,2.59214096856932,2.8129108723526,1.11864157864117,1.61902477128478,1.9334365501954,1.12894315730744,1.61638746718438,2.90717593681322,2.34468036305116,2.45846455973607,1.24445292619934,0.558629126657508,1.89875073340016,2.13672588579861,3.55560742065683,3.92094218437069,4.13902639889526,3.48480925621613,2.9601612326068,2.75669434232814,2.86070085599793,0.110003299997341
3.73835711064321,1.13966466715542,2.13741314196176,2.19774578765418,3.43765587556679,1.86197379707615,2.98000394540636,1.53957108161611,0.627615261607195,1.359814870485,2.41526393765199,-0.290077471437951,2.03761551607982,-0.183916146144138,2.32415105772389,0.434353453622919,3.08564945824046,0.830234943224756,0.820561749146848,-0.756956206381945,0.482728347092956,2.18462393475926,2.27203800562939,-0.566398497876294,2.00276423224902,1.53046462149622,1.4918947289359,2.2250793437232,0.528126480330943,3.05207008080424,3.4402635726715,1.78156762764718,1.40281427619088,3.36677934985924,2.753163822689,1.2024501130309,-1.98454895614562
4.34512500491512,3.54973953754521,2.03549212745909,4.0890894645038,2.76292745394942,3.5498380968014,2.22667308678785,1.65479545075705,3.38437074823394,2.68241594373269,2.86915380455687,2.94738153869101,1.97588240342159,2.84072955768767,3.29633103557892,2.54413729344627,3.08114704898389,1.16116117780893,3.33322819113627,2.07120158856013,0.696805009926288,3.5848368706627,2.72104366840104,2.21444058245109,2.37759964171336,2.92998588709125,1.85161389307519,0.93463438009009,2.12963508112019,2.24490810942343,3.03114386788228,2.47026162605497,1.56498921601226,1.72145457588598,2.25549196481978,0.506568506891826,2.42380607690109
3.22164282305281,1.74672267819241,1.75083009866751,3.40511048038665,3.38394853343353,1.3642115973422,2.83251937417038,0.968025324977935,4.09497760072173,3.18095038400139,2.26651691095178,3.8668272665551,3.13389526713897,1.26392380944982,2.12308481174955,1.77533577771812,1.52040055814668,1.67729059811994,0.801574762414553,3.74204946788711,1.2300666131479,3.90297027146553,3.04056764136332,3.97145542615528,3.39610952844734,2.45060370185802,3.50203446984771,2.06077579739775,1.77418480936071,2.58081002656243,2.43760519635648,1.72084480912126,2.27296078086648,1.73488533836841,3.74836664051027,1.61972883910489,1.93784857199932
