"Predictor_1","Predictor_2","Predictor_3","Predictor_4","Predictor_5","Predictor_6","Predictor_7","Predictor_8","Predictor_9","Predictor_10","Predictor_11","Predictor_12","Predictor_13","Predictor_14","Predictor_15","Predictor_16","Predictor_17","Predictor_18","Predictor_19","Predictor_20","Predictor_21","Predictor_22","Predictor_23","Predictor_24","Predictor_25","Predictor_26","Predictor_27","Predictor_28","Predictor_29","Predictor_30","Predictor_31","Predictor_32","Predictor_33","Predictor_34","Predictor_35","Predictor_36","PCA_Component"
3.36764430825766,2.72565723523311,3.30628644499877,2.94512560007706,1.60418910185118,-0.199276665772587,1.04712284197866,0.285193408475091,1.8177655996958,3.17968006147945,2.14888632342821,2.84636857957907,3.79963798735161,3.49837780963609,3.90351850803819,1.67103475324482,3.09403125822824,2.78213331074649,1.48698216961573,2.13623416939632,3.50398269733402,0.994259647670064,3.4285513305448,2.65765309291379,0.952026416575274,2.50116515129104,3.10171182094271,2.73999808377849,3.81564279865233,2.09465511149748,4.11341566406138,2.63641726155704,0.473481658761366,2.29379188080919,2.78213251827459,3.15294849207081,-0.57792735836837
3.4601257604786,2.72841604498467,3.54546654849484,2.15578174387625,2.42757376670722,1.86648935683764,1.97814493751433,1.71569809303382,2.32570595196915,3.73478113394141,4.03193623650757,3.63457986399954,2.92692711065145,4.27874044834575,2.90125209867226,2.64584684195751,3.93315477434834,3.35681360171229,3.4757800737309,1.47117030408582,3.7626698179191,0.217924649458398,1.99569020646659,1.87338560224206,1.33360625007346,2.32594087858529,1.85835352846673,1.46296300990963,5.48874450203686,4.5323166812095,1.74729131459961,1.63458964149761,2.68544155648848,2.46906670682852,3.0389715668273,2.32396055045685,-2.01808433331595
3.57414436783578,2.7229201797436,3.17127692518318,3.07972704291314,2.05454550514132,2.50800956387228,1.83126919323299,2.26028172474256,1.24702887354652,2.40888874943041,1.80285543824479,0.521339210587952,0.985796757483031,2.03671744063384,1.93644284877932,0.876618306802624,2.65727830403213,2.24431306222037,1.56644920757176,0.617873822951665,3.54711861455038,0.767360049127254,3.97066822441327,2.01159895067433,2.53914745731122,2.61790128605694,3.09743727777739,3.29932004510696,3.04799646108626,2.07993330204619,3.52070129345889,1.45020443027515,1.06909622834457,1.3289478164696,-0.464426112506286,0.960238288414085,-0.125281315986089
3.21462723230937,4.61207418895208,2.91124525775928,3.80886281700361,3.76510781624716,1.37862417213633,2.43651885775709,3.36281878079259,2.35129328229964,3.13335893422967,3.21879711651164,1.44524641482028,3.03227307781823,2.2511529536213,0.0532913936792314,0.4623658665532,2.47777117616268,1.32738930091199,0.97542346420932,0.811983637397305,1.9313573790413,0.343089669443509,1.6531907668436,0.90923159354932,1.43864677180922,0.681535262376215,2.2953100653829,1.88076229784137,3.28847057119679,2.76921442756374,2.49092465776056,1.42836638204613,0.985603630632291,1.94588407479186,0.824497698319819,2.89259972786423,0.131171856704924
3.19832620490941,3.058996350853,1.92462261105981,2.98949157187356,1.54868614179223,2.50990120946174,1.1305834588036,2.8507787960376,2.15465203758684,3.53897639916782,2.57776622266361,1.98731990596139,0.188908148976737,1.57983782775566,0.614450289427387,-0.061068486117364,1.70546145885025,1.38365489627736,1.87602992393006,1.96518109553679,2.54032043013766,-0.0528057884977362,2.59241276119885,1.94781839101279,1.16740009430534,3.0805987176957,2.4129881088224,2.46765990639612,2.67814144910793,1.89955997921201,2.35547953303066,1.77252106687744,-0.348735084311877,1.51340401757116,1.20625919343275,0.707105156566144,-0.872701584217162
4.79208330328963,2.00267738018783,4.08335785983938,3.85743425984094,2.18028590686755,3.01818682734491,2.21300216100092,3.25080303725977,2.1653287947821,2.97769251837255,2.66720630600684,0.677156314539402,3.80931658435362,4.13095471445054,4.18363515446097,3.3973040552062,2.49685867705585,2.68902784284732,1.58021783468907,2.98195345817406,3.19864355600019,1.81266922011437,3.2579343877251,1.70587650858563,2.27450204222339,0.979899158771588,3.68710046113307,2.98634627531228,3.29708112158099,2.54419773266204,2.01683748147291,1.26798546520239,2.53332600273078,3.96017943630487,1.91941436629575,3.93631496888488,-1.59907522723391
1.94320141306521,3.89722564084312,1.56324510899115,3.14020936393105,2.68812622879595,1.53408315800937,1.77724049431224,1.26982302133379,3.39391725466199,2.77513229743355,1.52888103671895,-0.123618002910818,1.97965691391877,1.82569944242711,0.612029825984595,2.30183130930053,2.11040586967657,1.00032297064975,0.543059760016489,1.52224144407613,3.21914339752359,2.56400070367172,1.94437992034922,2.66107842163838,2.29269292232649,2.15024703986565,2.85020735780582,0.283599710359141,2.06025642928203,1.9309700948732,0.787963636942246,0.335605128791893,0.225911603012884,0.831948846902945,-2.25119674645282,1.75515397536446,1.18774478504867
2.66764068334897,2.59730674229364,2.93003727397921,2.34966612050146,1.9613465365815,0.8746805699834,1.52504772201391,1.06349990502139,2.76969836389464,2.65885933782837,1.48557783359657,0.501715071998347,1.89245942034355,2.61980089276729,2.12445371302533,1.75668112343811,2.05776432849885,1.5465302772124,1.94078778799695,1.12292180427004,2.37995222152294,2.23733043011516,2.67324764136326,0.401231943202065,1.65347858259318,3.08714874405355,2.35317037322351,3.33107456190989,4.4195123453814,0.866894575468685,2.4529273627754,1.80368584995118,2.82960528740824,2.08042298294651,2.59314669456583,5.81035095979905,0.546885553917445
3.84958858694673,3.4321107023302,3.55810109165987,3.8692668573111,3.43742034237954,1.57871825501123,1.73461784287598,2.10081081538369,2.40037056133774,2.66429889408574,3.07021408319666,1.71907719450708,3.08707766240378,2.81635680706212,1.64600470050027,1.68143449383699,2.0829185032325,2.13267036914815,1.01879399447527,2.69805687258102,1.65666158504042,-1.06144938069914,2.88724843212167,2.06461677105613,1.72470147569219,1.30240655481246,2.39334544352089,4.01973850245141,3.93624681909795,1.56089612411238,3.81743586095693,2.22644926226992,2.50564290520824,1.7752313657533,3.34891332442402,3.06165194310845,-1.13844008112439
3.76627078204131,3.43838154597486,3.3423182786888,3.41858800285418,3.28901670058362,2.13561999529799,0.826642146641845,1.86047192829686,3.42604745675437,3.17143566425084,1.92567375851723,1.17954845980929,1.96685467263849,3.34769680923907,1.60090537856665,3.19866857195445,3.82947333480202,1.81338060633913,0.554441383673672,3.24129628411258,2.68052019179694,2.41534544983126,1.22576974158258,1.82883925356838,1.8250760445019,1.9098494279886,1.32496879951215,2.2586514459349,2.89096482580841,2.57946903784462,2.85247210909515,3.23661087392109,2.07059315983379,1.00957205179692,2.62047032768021,2.17816340812901,-2.127834005745
2.13691264812578,1.26631572906096,3.3647030416296,2.79409530805417,0.35111627727226,0.654652506614295,1.88561079691565,1.62064598927162,2.42925613270897,2.46500025601467,2.41007830848702,1.94414071018416,2.18495609463171,1.68829696175737,0.146555220265735,0.120225234874875,2.06229002750989,1.14561316293324,-0.262422636453126,2.06288439045851,2.4054888296753,0.0854304162147876,2.22651495020188,0.40373010161887,1.11856078733832,0.720172297123087,2.28166578509941,2.03785490517189,4.42933549035491,2.6210753449978,2.30382601821107,2.08731074261599,2.46987671121846,1.42806963830606,2.39880382994196,1.60899964810714,0.0322950398539
3.43913764849421,3.54036923812354,3.81453012728029,3.74401718546891,1.97318180733763,0.945634407266289,1.7271078649951,2.40791477317509,1.37301233499434,3.72805964074045,1.33196390101906,2.31558376893081,5.88571617257207,4.20014754466703,4.11447482631073,4.1209716665784,3.20112057414396,3.23108436083679,1.83883222113238,2.88294362226417,3.42756603591888,2.69046158179089,4.07511115431727,3.10108399474557,2.95479426660475,2.42120156704345,3.62385112371957,2.57426211951485,2.49925287298715,2.27616099988829,2.40296295248155,0.685530734463326,2.71362889896794,2.53804319649433,1.15053956487376,4.73781863820727,-5.31581985876889
