"","l1","l2","l3","l4","l5","l6","l7","l8","l9","y"
"1",8.1768120582413,12.2469082469448,7.85832097542688,8.48690143671524,12.6311644420827,15.6019835148189,15.6784995960744,4.13522759884305,5.93339621252714,17.2283997564984
"2",6.89283383802758,11.121127069891,10.6838490676088,6.68994172534303,9.41675512690207,4.89269771949401,7.37224190114702,10.1265528070826,6.35397124022894,22.9311258185879
"3",3.90000816938461,7.53869787111471,9.53059982199728,9.44683510638324,8.95768389813091,8.46483195752104,8.19746500308943,8.11591907715534,10.1755889224571,16.5735144776799
"4",9.41319789276213,8.64636130656603,8.01810313084497,7.29112280012056,6.61377081179054,10.8348267733839,10.3544963634478,9.28565241503618,7.10553148257996,24.1216338096773
"5",10.8623762069757,12.5707089258612,8.72628797281093,7.45183050716655,9.59544642175844,6.16804616695339,9.04846579956316,13.5912356302096,8.11938019648436,28.5068586819741
"6",14.953442830711,10.5328134586953,16.4841804047779,9.03449962969869,11.8785841357004,11.6930419178455,9.76755694674766,14.3577507801138,14.3180342645162,31.3742827025264
"7",9.35606804250462,9.82903703687104,9.02596409904285,7.7848667311042,6.93270786865361,3.39932370631901,8.54070297727151,11.200108032522,10.9856780626741,20.2093439390605
"8",13.7536178231335,9.14971233869314,12.847810043757,12.522898794858,10.6798723977802,14.7151807484705,11.5187732185465,12.4776170817927,9.25088143526085,32.0719699540876
"9",11.7630480725288,8.8235902233181,10.5557251922054,9.01013721945721,7.75660222684301,15.3085164834943,16.0161337371908,6.6463107840898,6.47500994017216,28.447778286231
"10",12.1876721763813,11.8905494679623,12.3578954644329,9.03231843602271,12.5761745502301,12.8600927429216,10.6540875358633,11.2717769124592,8.34965015201963,31.4785056274886
"11",8.48207921507993,9.82432905120388,11.7126822700884,7.38182608005235,7.53011180477797,9.94810429527634,11.7365191897649,11.8587734798996,11.3263757152081,20.0079449574192
"12",11.3468036530789,7.95419395209187,8.30268251096468,7.80190618098859,14.3345910204582,11.275523957774,8.53982301677736,6.89784830610963,15.6137892630861,22.0612860253754
"13",13.2574752819411,7.28621019233749,17.2317890815553,11.5642563389748,13.4096755848758,9.7489993578991,12.4198436285087,8.95525523563518,12.3624099450124,37.8584013565976
"14",14.8513288616,10.9041362006333,11.1247998833622,12.1184197535071,9.9614980148045,9.28734083962247,11.3815554468811,12.6474055660096,5.60460801097732,24.9630090776725
