"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
"1",1.01970162155192,3.14703081597419,1.44230509215029,3.06546074763256,2.73407949380841,3.65784963685755,2.4654841846235,0.873744672446937,2.58497386677858,1.80377126241232,0.656815617955395,1.60811332794841,1.90152163474517,2.29200504058367,1.0600529535617,0.908993423143778
"2",1.75269752081573,1.81641372309581,-0.228598641455246,2.27998434816967,2.09624675822731,2.14168966079797,0.89258497170426,0.560856815991664,-0.171683559492768,1.87602524309345,1.74901389383333,2.47061486039984,0.807089020672901,0.705632069903957,2.72697935746356,0.719647915120639
"3",3.12386430630971,2.87131730845663,1.92704223393558,2.74843568416346,2.47851435551194,1.52360707068933,3.72360292564964,4.08527273284869,3.18708555956661,1.02894464263382,1.18864636066984,2.15665322360841,2.42780252012028,1.94263457316321,2.16358374931542,1.23119279954509
"4",1.53205766751853,1.06257448352641,0.852628183733626,4.12020442025511,3.11014263645429,-0.128340519967988,1.81431674733777,1.58080272517161,1.71943188936129,1.99768222813816,2.18674176529026,0.506548623696289,2.233367524234,1.67961114623442,1.70866900808973,0.96633380459517
"5",0.968885198827492,2.88302928010916,0.53521424940977,1.92116089263717,0.746121195788821,1.98454114313729,1.73038720307231,0.964879096624896,1.12698565985296,1.03226942937164,1.84278850175872,1.70348652902593,1.72531744147074,0.597860152216305,1.78578759419832,-0.248362154916455
"6",2.52846899737606,3.82588990976092,0.428695172944776,3.05401501588158,1.60912268399621,1.02838543660953,0.996260434179636,2.6727519329674,1.76916590535363,2.11108438158283,3.66257564873652,1.53313485694265,1.10508474486029,1.03984866265513,2.29802686181605,2.41645061542641
"7",1.58242279916037,2.51981525824741,1.19135240698082,1.39635530346104,0.845161037473472,2.03518993074338,2.26188594534586,2.63186907290987,2.82520016236118,2.83602145729427,2.17646242933732,0.795467863574659,1.70889450716283,1.54259413591525,2.39844680244435,1.33658344259173
"8",2.66532612359314,2.55757009811402,1.02504780618966,1.65588886683187,3.00915822056212,2.07533660495232,2.21178706091866,1.58777335720015,0.381109072998554,0.699611535093096,1.70392712348317,2.50766475449772,2.64838541655789,0.817035421221666,3.84954376474911,0.933420975800031
"9",1.97410802588317,3.57686575834359,0.395097507317744,1.00963470519296,1.28240885616405,0.883636809654964,0.609278081897302,1.88188245820114,-0.591180579207327,0.37987169734428,0.822326390007844,0.304498208428749,1.90021171680619,-0.303737406170053,1.77431172426393,-0.235814762742815
"10",2.08262860353421,2.61826376768193,1.82815278336963,1.25667949117557,0.138163882504225,1.41792003943281,2.09283353702476,1.37107615808232,2.14045748060306,-0.0850295641135981,3.43408470643839,0.0353264630920616,-0.00877437443562568,0.882515367558167,1.89872918727964,2.54357039226872
"11",3.23221299838336,1.98377953373142,0.355803871182274,2.02815607704627,2.3118719741985,1.25714002168813,1.41177031593299,2.07392727213595,1.39950992564435,1.17328900635767,4.02331051812256,1.73112546473412,0.917087495994921,1.10698122850754,2.62116290744922,0.326126104222624
"12",3.70730210820099,3.26174972173732,3.42534882799716,0.887442776188495,3.56187601668022,2.09614005866568,2.00659678112252,3.02647704466068,2.32463343453375,3.0166490742195,2.35524641777759,1.35853945093029,2.11115622136458,1.34823156456042,1.65692230350961,0.208621094733631
"13",2.32674417348546,3.48561001663995,1.60148462092138,1.81869656173765,3.5070285797635,2.30062195503859,1.20409566654857,1.95253027224615,2.46949573036942,2.14203241774919,1.4367097166005,-0.888317946936514,1.98953407855162,0.613818048974348,3.24212622732013,2.1560230255509
"14",3.28111968699589,1.98714833432352,0.711704553180524,2.34435597964604,3.05551509894362,2.13027929797547,1.90709126371491,2.47413966437071,2.71813921007051,2.42142946201087,2.16856389153358,1.46787710345261,0.705407569352284,0.671966907549342,3.07604473779653,2.57466855053897
"15",2.79439267530884,2.99132020183953,1.11938478759136,4.18148258788318,3.72676142312905,1.32764992706289,3.15928664311777,1.26138032925679,0.325843627314805,1.6924392626046,2.9942920987587,0.54199517598201,2.50414075588924,2.23568369364917,2.49353452835357,2.05143041678237
"16",1.16599263194229,0.366005675938673,1.14436207551317,2.8923583129214,2.09119295700564,0.0531365247028373,1.32676399637657,0.915472820649914,3.39584559975727,1.45354093861086,0.210508446287885,0.846088594892201,0.253595060858978,1.15390228468944,1.57904359526018,1.62724959171623
"17",1.70520678043774,1.640751035659,-0.314456511639897,2.50243655644566,1.78280872324284,1.3026032159441,0.622293904636001,2.38259336223709,1.10012720361123,1.26503708328754,1.4513862760055,2.75057965484747,0.926840155080715,0.121508949035837,1.70095502044434,1.68578068410436
